"Number of processors";1;4;8;12;16
"Elapsed time (sec)";1.274937;0.560515;0.443084;0.408258;0.379322
"Speedup";1.000000;2.274583;2.877413;3.122872;3.361090
"Efficiency";1.000000;0.568646;0.359677;0.260239;0.210068
#
