"Number of processors";1;4;8;12;16
"Elapsed time (sec)";1.320784;0.781104;0.789729;1.272200;1.473064
"Speedup";1.000000;1.690919;1.672452;1.038189;0.896624
"Efficiency";1.000000;0.422730;0.209056;0.086516;0.056039
#
