"Number of processors";1;2;4;6;8;10;12;14;16
"Elapsed time (sec)";0.265812;0.293857;0.242140;0.235187;0.220685;0.222023;0.222901;0.215098;0.222708
"Speedup";1.000000;0.904560;1.097759;1.130212;1.204483;1.197223;1.192509;1.235771;1.193544
"Efficiency";1.000000;0.452280;0.274440;0.188369;0.150560;0.119722;0.099376;0.088269;0.074597
#
