"Number of processors";1;4;8;12;16
"Elapsed time (sec)";0.457622;0.128956;0.069000;0.048310;0.037258
"Speedup";1.000000;3.548671;6.632185;9.472662;12.282376
"Efficiency";1.000000;0.887168;0.829023;0.789388;0.767649
#
