"Number of processors";1;2;4;6;8;10;12;14;16
"Elapsed time (sec)";0.210813;0.234282;0.192713;0.196845;0.216250;0.223042;0.247543;0.276404;0.252937
"Speedup";1.000000;0.899824;1.093921;1.070954;0.974856;0.945170;0.851619;0.762697;0.833459
"Efficiency";1.000000;0.449912;0.273480;0.178492;0.121857;0.094517;0.070968;0.054478;0.052091
#
