"Number of processors";1;4;8;12;16
"Elapsed time (sec)";1.267888;0.404869;0.250826;0.228398;0.268066
"Speedup";1.000000;3.131605;5.054850;5.551226;4.729770
"Efficiency";1.000000;0.782901;0.631856;0.462602;0.295611
#
