"Number of processors";1;4;8;12;16
"Elapsed time (sec)";0.413707;0.142694;0.123743;0.146972;0.197538
"Speedup";1.000000;2.899258;3.343271;2.814874;2.094314
"Efficiency";1.000000;0.724814;0.417909;0.234573;0.130895
#
